_acc,_f1_macro,_train_loss,_val_loss,bidi,class_weight_smoothing,dropout_lstm,embedding_dim,hidden_dim,lr_gamma,lr_start,n_lstm_layers,runtime,train_time
0.948938611589214,0.811306247377823,0.00001832808557082899,0.11545490100979805,true,10.0,0.3,16,64,0.99,0.05,2,10.120878204000292,10
0.9443488238668961,0.8145304628949992,0.000053832782092892255,0.09759807400405407,true,10.0,0.3,16,64,0.99,0.01,2,10.071616524999627,10
0.955249569707401,0.8378736790763153,0.000028973259334937516,0.10119229834526777,true,20.0,0.3,16,64,0.99,0.05,2,10.074342357000205,10
0.9563970166379805,0.8569495104345106,0.00006650487606142027,0.08222348522394896,true,20.0,0.3,16,64,0.99,0.01,2,10.1191787129992,10
0.9535283993115319,0.8300100769678078,0.0007019833700420956,0.09458061680197716,true,10.0,0.5,16,64,0.99,0.05,2,10.085623087000386,10
0.9529546758462422,0.850417752569212,0.000050859902936887615,0.09202046785503626,true,10.0,0.5,16,64,0.99,0.01,2,10.07518070399965,10
0.9414802065404475,0.8289881236212892,0.0005346494979069879,0.10771842114627361,true,20.0,0.5,16,64,0.99,0.05,2,10.123126351999417,10
0.9523809523809523,0.8550925063467559,0.00006185691333181846,0.08238474279642105,true,20.0,0.5,16,64,0.99,0.01,2,10.115080074000616,10
0.9529546758462422,0.8267032181428017,0.001387385031557642,0.0945510845631361,true,10.0,0.7,16,64,0.99,0.05,2,10.116446467999594,10
0.9546758462421113,0.8270034507393378,0.00013222634127790417,0.08657912723720074,true,10.0,0.7,16,64,0.99,0.01,2,10.078797524000038,10
0.955249569707401,0.8499481683762651,0.0033933523887147506,0.0914200646802783,true,20.0,0.7,16,64,0.99,0.05,2,10.08953710500009,10
0.9558232931726908,0.849966423617812,0.00015824158496495025,0.07382378727197647,true,20.0,0.7,16,64,0.99,0.01,2,10.09711568199964,10
0.9351692484222605,0.784306422752075,0.006042043802638849,0.10220962017774582,true,10.0,0.3,16,128,0.99,0.05,2,10.246192280999821,10
0.9575444635685599,0.8484129838429073,0.00005894628702662885,0.0831009242683649,true,10.0,0.3,16,128,0.99,0.01,2,10.23758377500053,10
0.948938611589214,0.8308720417226586,0.0033223555888980626,0.08902084920555353,true,20.0,0.3,16,128,0.99,0.05,2,10.284926853999423,10
0.9512335054503729,0.811447715600358,0.00004775640578979316,0.09449565783143044,true,20.0,0.3,16,128,0.99,0.01,2,10.270744645999912,10
0.9328743545611016,0.8152641683868008,0.013678044732660054,0.0878529790788889,true,10.0,0.5,16,128,0.99,0.05,2,10.236688867999874,10
0.955249569707401,0.8346139425164635,0.00005713392589920356,0.07639990281313658,true,10.0,0.5,16,128,0.99,0.01,2,10.206693741999516,10
0.9403327596098681,0.8241133944344189,0.003080670586011062,0.0983768617734313,true,20.0,0.5,16,128,0.99,0.05,2,10.155580298000132,10
0.9518072289156626,0.8149427317761692,0.00003906866683488867,0.08771435171365738,true,20.0,0.5,16,128,0.99,0.01,2,10.152535426000213,10
0.9454962707974757,0.8272463702140239,0.010188396011168757,0.08358256425708532,true,10.0,0.7,16,128,0.99,0.05,2,10.24185448300068,10
0.9569707401032702,0.8188915979574005,0.00007243235304486007,0.07724248711019754,true,10.0,0.7,16,128,0.99,0.01,2,10.241842137000276,10
0.9202524383247275,0.7537199605885001,0.013400600291788578,0.09745430340990424,true,20.0,0.7,16,128,0.99,0.05,2,10.2549420739997,10
0.9500860585197934,0.8092110244640408,0.0001692158558095495,0.07684211060404778,true,20.0,0.7,16,128,0.99,0.01,2,10.230569012999695,10
0.9483648881239243,0.8212837641357119,0.00004641797580309988,0.10571049898862839,true,10.0,0.3,24,64,0.99,0.05,2,10.126264352999897,10
0.948938611589214,0.8159259514197273,0.00004601936416293029,0.08382523525506258,true,10.0,0.3,24,64,0.99,0.01,2,10.086881217000155,10
0.9460699942627654,0.8200315600814085,0.00003428898829345902,0.12491540238261223,true,20.0,0.3,24,64,0.99,0.05,2,10.087490504000016,10
0.9558232931726908,0.8218686347718455,0.00009446353433304467,0.09570151194930077,true,20.0,0.3,24,64,0.99,0.01,2,10.079498893999698,10
0.9443488238668961,0.808530469514811,0.0008007700380403548,0.11879466893151402,true,10.0,0.5,24,64,0.99,0.05,2,10.115244695000001,10
0.9512335054503729,0.8384264841244257,0.00007148142710017661,0.07992254849523306,true,10.0,0.5,24,64,0.99,0.01,2,10.065873411999746,10
0.9500860585197934,0.8323371668857943,0.00125234637913915,0.10671865660697222,true,20.0,0.5,24,64,0.99,0.05,2,10.082710206999764,10
0.9586919104991394,0.849071485516429,0.00004929858708540754,0.0826163562014699,true,20.0,0.5,24,64,0.99,0.01,2,10.092230637000284,10
0.9466437177280551,0.8034591522072678,0.002881487466705342,0.08527398388832808,true,10.0,0.7,24,64,0.99,0.05,2,10.105461740000464,10
0.9563970166379805,0.856522370318501,0.00019687295619708796,0.09525322262197733,true,10.0,0.7,24,64,0.99,0.01,2,10.111012997000216,10
0.9512335054503729,0.8418131067990943,0.002922224102076143,0.08307341579347849,true,20.0,0.7,24,64,0.99,0.05,2,10.078013414999987,10
0.9512335054503729,0.7985883158064082,0.00021266115400067064,0.08252266142517328,true,20.0,0.7,24,64,0.99,0.01,2,10.125820014000055,10
0.0,0.0,NaN,NaN,true,10.0,0.3,24,128,0.99,0.05,2,10.284194329999991,10
0.9575444635685599,0.8353925647948587,0.00006321486143860966,0.09240276366472244,true,10.0,0.3,24,128,0.99,0.01,2,10.277202031000343,10
0.9351692484222605,0.7725853855887819,0.002725352595249812,0.10971622541546822,true,20.0,0.3,24,128,0.99,0.05,2,10.273381402000268,10
