_acc,_f1_macro,_train_loss,_val_loss,bidi,class_weight_smoothing,dropout_lstm,embedding_dim,epochs,hidden_dim,n_lstm_layers,runtime
0.8176620076238882,0.5252423294107256,0.1833552677523006,0.07425364603598912,true,100.0,0.3,8,30,16,3,2.335801563996938
0.9720457433290979,0.8387930645417339,0.0391160115938295,0.013431552176674208,true,100.0,0.3,8,30,32,2,2.182542362003005
0.9580686149936467,0.7522080337379388,0.0718206289139661,0.021841309343775112,true,100.0,0.3,8,30,32,3,3.209836123001878
0.9707750952986023,0.8580903242130737,0.019629574888809162,0.01402075526614984,true,100.0,0.3,8,30,64,2,3.834396980004385
0.9644218551461246,0.8577759263657235,0.024545346132733604,0.016087444809575874,true,100.0,0.3,8,30,64,3,6.0652813560009236
0.9720457433290979,0.7864361957677103,0.02824178608981046,0.013427801430225372,true,100.0,0.3,6,30,48,2,5.066889244000777
0.9682337992376112,0.7639283162642976,0.040358094329183754,0.015249061087767283,true,100.0,0.3,6,30,48,3,5.74183281599835
0.9663278271918678,0.778918814037863,0.025206532329320908,0.014307436843713125,true,100.0,0.3,8,30,48,2,3.1521513249899726
0.9599745870393901,0.8014309198300281,0.050287248228083954,0.019775597999493282,true,100.0,0.3,8,30,48,3,4.687880486002541
0.9644218551461246,0.8534813105869105,0.010008687365122816,0.014152133526901403,true,100.0,0.3,6,30,80,2,6.8283235499984585
0.968869123252859,0.8884386844291347,0.008275675037029114,0.011919371162851652,true,100.0,0.3,8,30,80,2,4.8250553969992325
0.9650571791613723,0.8256467361590458,0.034303259273821655,0.015885967761278152,true,50.0,0.3,6,30,64,2,5.618723057996249
0.96569250317662,0.8102318355613178,0.01552860015495257,0.013961956215401491,true,200.0,0.3,6,30,64,2,4.860775043009198
0.9618805590851334,0.7928817097366269,0.013750504575331102,0.015619917151828608,true,50.0,0.3,6,30,80,2,4.535653266008012
0.968869123252859,0.8684885641120973,0.011511244154958562,0.01361480231086413,true,200.0,0.3,6,30,80,2,4.581273023999529
0.9752223634053367,0.890725884257033,0.015605121935633097,0.010839436513682207,true,50.0,0.3,8,30,64,2,3.9266135210054927
0.9739517153748412,0.7976072845612391,0.018472937697714024,0.0119897381712993,true,200.0,0.3,8,30,64,2,3.7455724970059237
0.9739517153748412,0.8637743973163821,0.010420954024249857,0.011539208547522625,true,50.0,0.3,8,30,80,2,4.440970663999906
0.9701397712833545,0.7959234795180239,0.007404305062002756,0.014741824318965277,true,200.0,0.3,8,30,80,2,4.256443093996495
0.9637865311308768,0.7766218738055333,0.0213289111005989,0.016504872900744278,true,10.0,0.3,6,30,64,2,4.000163473989232
0.974587039390089,0.8772135420476802,0.012427494395524263,0.011354781376818815,true,10.0,0.3,8,30,64,2,3.960613398012356
0.974587039390089,0.8959255338852632,0.012482265814800154,0.010390777296076218,true,30.0,0.3,6,30,64,2,4.17765874399629
0.9650571791613723,0.8544223132681049,0.018637350083074787,0.014848172354201475,true,10.0,0.5,6,30,64,2,4.312225215995568
0.9669631512071156,0.8363050753691531,0.022620626471259377,0.017751910413304966,true,30.0,0.5,6,30,64,2,4.143199861995527
0.9701397712833545,0.8565978570780174,0.008108520245348865,0.012031248770654202,true,30.0,0.3,8,30,64,2,4.232805610998184
0.9758576874205845,0.8891115871086283,0.020655802451074123,0.011398431224127611,true,10.0,0.5,8,30,64,2,4.017375528987031
0.9675984752223634,0.8746193169396607,0.016575937455689364,0.014775467726091543,true,30.0,0.5,8,30,64,2,4.23686145200918
0.9777636594663278,0.8752820405526107,0.011060838502916422,0.011097421869635582,true,10.0,0.3,10,30,64,2,4.238957118999679
0.9714104193138501,0.892123386422163,0.00978303169408305,0.013167782686650753,true,30.0,0.3,10,30,64,2,4.202723517999402
0.9714104193138501,0.8606319277600124,0.01979980245232582,0.013069571306308111,true,10.0,0.5,10,30,64,2,4.4063777690025745
0.97712833545108,0.8604657678608193,0.019763034810735422,0.011125706446667513,true,30.0,0.5,10,30,64,2,3.990275135001866
